input,cost_optsol,output_optsol,runtime_optsol
"[1, 4, 2, 3]-[2, 4, 1, 3]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 3, 2, 1]",5,"['[(2, 3), (1, 4), (1, 2), (4, 3), (1, 3), (4, 2)]', '[(2, 3), (2, 4), (2, 1), (4, 1), (4, 3), (1, 3)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(2, 1), (4, 3), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(3, 1), (3, 2), (3, 4), (4, 2)]']",0.03107028
"[1, 2, 4, 3]-[2, 1, 4, 3]-[2, 3, 1, 4]-[3, 1, 4, 2]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]",4,"['[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (1, 4)]', '[(1, 2), (4, 2), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(2, 4), (4, 3), (1, 4), (2, 3), (1, 3)]', '[(1, 3), (4, 1), (4, 2), (4, 3)]']",0.02945584
"[1, 2, 3, 4]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 2, 1]",3,"['[(2, 3), (2, 4), (1, 2), (3, 4), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (1, 4)]', '[(4, 1), (2, 1), (4, 2), (4, 3)]']",0.02297955
"[1, 2, 3, 4]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 3, 1, 4]-[2, 4, 1, 3]-[4, 2, 3, 1]-[4, 3, 2, 1]",5,"['[(2, 3), (2, 4), (1, 2), (3, 4), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (4, 1), (4, 3), (1, 3)]', '[(1, 2), (4, 3), (1, 4), (4, 2), (1, 3)]', '[(2, 1), (4, 3), (3, 1), (4, 2), (4, 1)]']",0.02817382
"[1, 2, 3, 4]-[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 4, 1, 3]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]",4,"['[(2, 3), (1, 4), (1, 2), (4, 3), (1, 3), (4, 2)]', '[(2, 3), (2, 4), (2, 1), (4, 1), (4, 3), (1, 3)]', '[(2, 4), (3, 4), (1, 4), (2, 3), (1, 3)]', '[(3, 1), (3, 2), (4, 1), (3, 4)]']",0.02956589
"[1, 3, 4, 2]-[2, 1, 3, 4]-[2, 4, 1, 3]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 4, 2, 1]-[4, 2, 3, 1]",6,"['[(2, 3), (2, 4), (2, 1), (3, 4), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (4, 1), (4, 3), (1, 3)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(3, 4), (2, 1), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 3), (2, 1), (4, 3), (3, 1), (4, 1), (4, 2)]', '[(1, 2), (3, 4), (4, 2), (1, 4), (3, 2)]']",0.02766269
"[1, 2, 4, 3]-[1, 3, 4, 2]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[3, 2, 1, 4]-[3, 4, 1, 2]",5,"['[(2, 3), (2, 4), (1, 2), (4, 3), (1, 3), (1, 4)]', '[(1, 2), (3, 4), (4, 2), (3, 2), (1, 3), (1, 4)]', '[(1, 2), (3, 4), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 4), (2, 1), (4, 3), (2, 3), (4, 1)]', '[(2, 4), (3, 4), (3, 1), (1, 4), (3, 2)]']",0.02844688
"[1, 2, 3, 4]-[2, 1, 3, 4]-[2, 3, 4, 1]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 2, 1]-[4, 1, 3, 2]",4,"['[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (4, 1)]', '[(1, 3), (1, 2), (4, 3), (3, 2), (4, 1), (4, 2)]', '[(2, 4), (3, 4), (1, 4), (2, 3), (1, 3)]', '[(3, 1), (3, 2), (2, 1), (3, 4)]']",0.03207231
"[1, 3, 4, 2]-[2, 1, 3, 4]-[2, 3, 4, 1]-[3, 1, 2, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[4, 2, 3, 1]",6,"['[(1, 2), (3, 4), (4, 2), (3, 2), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (1, 3), (1, 4)]', '[(2, 4), (1, 2), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(1, 2), (3, 4), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 3), (2, 1), (4, 3), (3, 1), (4, 1), (4, 2)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (4, 1)]']",0.02532327
"[1, 3, 4, 2]-[1, 4, 2, 3]-[2, 3, 1, 4]-[2, 4, 1, 3]-[4, 1, 2, 3]-[4, 2, 1, 3]-[4, 3, 1, 2]",5,"['[(1, 2), (3, 4), (4, 2), (3, 2), (1, 3), (1, 4)]', '[(2, 3), (1, 4), (1, 2), (4, 3), (1, 3), (4, 2)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (1, 4)]', '[(1, 2), (4, 3), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 3), (4, 3), (1, 3), (4, 1)]']",0.03256043
"[1, 2, 3, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 4, 1, 3]",3,"['[(2, 3), (2, 4), (1, 2), (3, 4), (1, 3), (1, 4)]', '[(4, 2), (1, 2), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (1, 3), (2, 1)]']",0.01832445
"[1, 2, 4, 3]-[1, 3, 2, 4]-[2, 1, 4, 3]-[2, 3, 4, 1]-[3, 1, 2, 4]-[3, 2, 4, 1]-[4, 3, 2, 1]",4,"['[(2, 1), (4, 3), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 4), (4, 3), (1, 4), (2, 3), (1, 3)]', '[(2, 4), (1, 2), (3, 4), (1, 4), (3, 2)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (4, 1)]']",0.02740973
"[1, 2, 3, 4]-[2, 3, 4, 1]-[2, 4, 3, 1]-[3, 1, 4, 2]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 3, 2, 1]",4,"['[(2, 3), (2, 4), (1, 2), (3, 4), (1, 3), (1, 4)]', '[(2, 1), (4, 3), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 4), (2, 1), (3, 1), (2, 3), (4, 1)]', '[(3, 1), (3, 2), (3, 4), (4, 2)]']",0.02731163
"[2, 1, 4, 3]-[2, 3, 4, 1]-[2, 4, 1, 3]-[3, 1, 2, 4]-[3, 1, 4, 2]-[4, 2, 1, 3]-[4, 3, 2, 1]",4,"['[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (4, 1)]', '[(2, 1), (4, 3), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(1, 2), (3, 4), (3, 1), (1, 4), (3, 2)]', '[(2, 3), (1, 3), (2, 1), (4, 3)]']",0.03035256
"[1, 3, 2, 4]-[2, 1, 3, 4]-[3, 1, 2, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[4, 2, 1, 3]-[4, 3, 1, 2]",5,"['[(2, 3), (2, 4), (2, 1), (3, 4), (1, 3), (1, 4)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2), (4, 1)]', '[(2, 3), (2, 1), (4, 1), (4, 3), (1, 3), (4, 2)]', '[(2, 4), (1, 2), (3, 4), (1, 4), (3, 2)]', '[(1, 2), (3, 1), (4, 2), (3, 2), (4, 1)]']",0.02928305
"[1, 2, 3, 4]-[1, 4, 2, 3]-[2, 1, 4, 3]-[2, 4, 3, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 3, 1]",5,"['[(2, 3), (2, 4), (1, 2), (3, 4), (1, 3), (1, 4)]', '[(2, 3), (1, 4), (1, 2), (4, 3), (1, 3), (4, 2)]', '[(2, 3), (2, 4), (2, 1), (4, 3), (1, 3), (1, 4)]', '[(2, 1), (4, 3), (3, 1), (2, 3), (4, 1)]', '[(1, 2), (4, 1), (4, 3), (4, 2), (1, 3)]']",0.02463035
"[1, 2, 3, 4]-[1, 3, 4, 2]-[2, 1, 4, 3]-[2, 3, 4, 1]-[2, 4, 1, 3]-[3, 1, 4, 2]-[4, 1, 3, 2]",5,"['[(2, 3), (2, 4), (1, 2), (3, 4), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (4, 1)]', '[(1, 3), (1, 2), (4, 3), (3, 2), (4, 1), (4, 2)]', '[(1, 2), (3, 4), (4, 2), (1, 4), (3, 2)]', '[(2, 4), (2, 1), (4, 3), (2, 3), (1, 3)]']",0.02908285
"[1, 2, 3, 4]-[2, 1, 3, 4]-[2, 4, 1, 3]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 2, 1, 3]-[4, 3, 2, 1]",3,"['[(2, 4), (3, 4), (1, 4), (2, 3), (1, 3)]', '[(2, 1), (3, 1), (4, 2), (3, 2), (4, 1)]', '[(2, 3), (4, 3), (1, 3), (4, 1)]']",0.02670643
"[1, 3, 2, 4]-[2, 1, 4, 3]-[2, 4, 1, 3]-[3, 2, 4, 1]-[3, 4, 1, 2]-[4, 3, 1, 2]-[4, 3, 2, 1]",5,"['[(2, 4), (1, 2), (3, 4), (3, 2), (1, 3), (1, 4)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2), (4, 1)]', '[(1, 2), (3, 4), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 4), (2, 1), (4, 3), (2, 3), (1, 3)]', '[(4, 3), (3, 1), (4, 2), (3, 2), (4, 1)]']",0.03020118
"[1, 3, 4, 2]-[2, 1, 3, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 2, 1]",5,"['[(1, 2), (3, 4), (4, 2), (3, 2), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (1, 3), (1, 4)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2), (4, 1)]', '[(1, 2), (3, 4), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(4, 1), (2, 1), (4, 2), (4, 3)]']",0.02802688
"[2, 1, 4, 3]-[2, 3, 4, 1]-[3, 1, 4, 2]-[3, 2, 4, 1]-[4, 1, 2, 3]-[4, 3, 1, 2]-[4, 3, 2, 1]",5,"['[(2, 3), (2, 4), (2, 1), (4, 3), (1, 3), (1, 4)]', '[(1, 2), (4, 2), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(2, 3), (1, 3), (1, 2), (4, 3), (4, 1), (4, 2)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (4, 1)]', '[(4, 3), (3, 1), (4, 2), (3, 2), (4, 1)]']",0.02793839
"[1, 2, 3, 4]-[1, 3, 4, 2]-[2, 1, 4, 3]-[3, 1, 4, 2]-[3, 2, 4, 1]-[4, 2, 1, 3]-[4, 2, 3, 1]",5,"['[(2, 3), (2, 4), (1, 2), (3, 4), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (4, 3), (1, 3), (1, 4)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2), (4, 1)]', '[(1, 2), (3, 4), (4, 2), (1, 4), (3, 2)]', '[(2, 1), (4, 3), (4, 2), (2, 3), (4, 1)]']",0.02931729
"[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[2, 1, 4, 3]-[2, 3, 4, 1]-[3, 1, 2, 4]-[3, 2, 1, 4]",5,"['[(1, 2), (3, 4), (4, 2), (3, 2), (1, 3), (1, 4)]', '[(2, 3), (1, 4), (1, 2), (4, 3), (1, 3), (4, 2)]', '[(2, 3), (2, 4), (2, 1), (4, 3), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (4, 1)]', '[(2, 4), (3, 4), (1, 4), (3, 2)]']",0.03091716
"[1, 4, 3, 2]-[2, 3, 1, 4]-[2, 4, 1, 3]-[3, 1, 4, 2]-[3, 2, 4, 1]-[4, 1, 3, 2]-[4, 2, 3, 1]",6,"['[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (4, 1), (4, 3), (1, 3)]', '[(1, 2), (4, 2), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2), (4, 1)]', '[(2, 3), (2, 1), (4, 3), (3, 1), (4, 1), (4, 2)]', '[(1, 2), (4, 3), (4, 2), (3, 2), (1, 3)]']",0.02913987
"[1, 2, 3, 4]-[1, 2, 4, 3]-[2, 1, 4, 3]-[2, 4, 1, 3]-[3, 1, 2, 4]-[3, 4, 1, 2]-[4, 2, 3, 1]",5,"['[(2, 3), (2, 4), (1, 2), (3, 4), (1, 3), (1, 4)]', '[(2, 4), (1, 2), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(1, 2), (3, 4), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 3), (2, 1), (4, 3), (3, 1), (4, 1), (4, 2)]', '[(2, 3), (2, 4), (1, 3), (4, 3)]']",0.03361757
"[1, 2, 4, 3]-[1, 4, 2, 3]-[2, 1, 4, 3]-[2, 4, 1, 3]-[3, 1, 2, 4]-[3, 4, 2, 1]-[4, 3, 2, 1]",4,"['[(2, 3), (1, 4), (1, 2), (4, 3), (1, 3), (4, 2)]', '[(2, 4), (1, 2), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(2, 1), (3, 1), (4, 2), (3, 2), (4, 1)]', '[(2, 3), (2, 4), (1, 3), (4, 3)]']",0.03319689
"[1, 2, 4, 3]-[1, 3, 2, 4]-[2, 1, 4, 3]-[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 4, 1, 2]",4,"['[(2, 4), (1, 2), (3, 4), (3, 2), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (4, 1)]', '[(1, 2), (3, 4), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 3), (2, 4), (4, 3)]']",0.03418544
"[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 3, 4, 2]-[2, 3, 4, 1]-[3, 1, 2, 4]-[3, 2, 1, 4]-[4, 2, 1, 3]",5,"['[(2, 3), (2, 4), (1, 2), (4, 3), (1, 3), (1, 4)]', '[(1, 2), (3, 4), (4, 2), (3, 2), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (4, 1)]', '[(2, 3), (2, 1), (4, 1), (4, 3), (1, 3), (4, 2)]', '[(2, 4), (3, 4), (1, 4), (3, 2)]']",0.03169988
"[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 3, 4, 1]-[2, 4, 3, 1]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]",5,"['[(2, 3), (1, 4), (1, 2), (4, 3), (1, 3), (4, 2)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (1, 3), (1, 4)]', '[(1, 3), (1, 2), (4, 3), (3, 2), (4, 1), (4, 2)]', '[(2, 3), (2, 1), (4, 1), (4, 3), (1, 3), (4, 2)]', '[(3, 1), (2, 3), (2, 1), (4, 1)]']",0.0281826
"[1, 3, 2, 4]-[1, 4, 3, 2]-[2, 3, 1, 4]-[2, 3, 4, 1]-[3, 1, 2, 4]-[3, 1, 4, 2]-[4, 2, 3, 1]",5,"['[(2, 4), (1, 2), (3, 4), (3, 2), (1, 3), (1, 4)]', '[(1, 4), (1, 2), (4, 3), (3, 2), (1, 3), (4, 2)]', '[(2, 3), (2, 1), (4, 3), (3, 1), (4, 1), (4, 2)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (2, 3)]', '[(1, 2), (3, 4), (3, 1), (1, 4), (3, 2)]']",0.02926179
"[1, 3, 2, 4]-[1, 4, 3, 2]-[2, 3, 4, 1]-[3, 2, 1, 4]-[3, 2, 4, 1]-[4, 2, 1, 3]-[4, 2, 3, 1]",5,"['[(2, 4), (1, 2), (3, 4), (3, 2), (1, 3), (1, 4)]', '[(1, 4), (1, 2), (4, 3), (3, 2), (1, 3), (4, 2)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (4, 1)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2)]', '[(2, 1), (4, 3), (4, 2), (2, 3), (4, 1)]']",0.03037275
"[1, 2, 4, 3]-[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 4, 3, 1]-[3, 2, 4, 1]",5,"['[(2, 3), (2, 4), (1, 2), (4, 3), (1, 3), (1, 4)]', '[(1, 4), (1, 2), (4, 3), (3, 2), (1, 3), (4, 2)]', '[(2, 3), (2, 4), (2, 1), (4, 3), (3, 1), (4, 1)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2), (4, 1)]', '[(2, 3), (2, 4), (2, 1), (1, 4)]']",0.02878304
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[2, 1, 4, 3]-[3, 1, 4, 2]-[3, 4, 2, 1]-[4, 2, 3, 1]",5,"['[(2, 3), (2, 4), (2, 1), (4, 3), (1, 3), (1, 4)]', '[(1, 2), (4, 2), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(3, 4), (2, 1), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 3), (2, 1), (4, 3), (3, 1), (4, 1), (4, 2)]', '[(2, 4), (1, 2), (1, 3), (1, 4)]']",0.03749869
"[1, 2, 3, 4]-[2, 3, 4, 1]-[3, 1, 2, 4]-[3, 2, 1, 4]-[3, 4, 2, 1]-[4, 1, 2, 3]-[4, 2, 3, 1]",6,"['[(2, 3), (2, 4), (1, 2), (3, 4), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (4, 1)]', '[(3, 4), (2, 1), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 3), (1, 3), (1, 2), (4, 3), (4, 1), (4, 2)]', '[(2, 3), (2, 1), (4, 3), (3, 1), (4, 1), (4, 2)]', '[(2, 4), (3, 4), (3, 1), (1, 4), (3, 2)]']",0.0277356
"[1, 2, 4, 3]-[1, 3, 2, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[3, 1, 2, 4]-[3, 1, 4, 2]-[4, 2, 1, 3]",5,"['[(2, 4), (1, 2), (3, 4), (3, 2), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (1, 4)]', '[(2, 3), (2, 1), (4, 1), (4, 3), (1, 3), (4, 2)]', '[(2, 4), (4, 3), (1, 4), (2, 3), (1, 3)]', '[(1, 2), (3, 4), (3, 1), (1, 4), (3, 2)]']",0.02976818
"[1, 3, 2, 4]-[1, 4, 3, 2]-[2, 3, 1, 4]-[3, 1, 2, 4]-[3, 2, 4, 1]-[4, 1, 3, 2]-[4, 3, 2, 1]",5,"['[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (1, 4)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2), (4, 1)]', '[(2, 1), (4, 3), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 4), (1, 2), (3, 4), (1, 4), (3, 2)]', '[(1, 2), (4, 3), (4, 2), (3, 2), (1, 3)]']",0.02782487
"[1, 2, 3, 4]-[1, 3, 2, 4]-[1, 3, 4, 2]-[2, 1, 4, 3]-[2, 4, 3, 1]-[3, 4, 1, 2]-[4, 2, 3, 1]",4,"['[(2, 3), (2, 4), (2, 1), (4, 3), (1, 3), (1, 4)]', '[(1, 2), (3, 4), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 1), (4, 3), (3, 1), (2, 3), (4, 1)]', '[(1, 2), (1, 3), (3, 4), (1, 4)]']",0.03232493
"[1, 2, 3, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 4, 2, 1]-[4, 1, 3, 2]-[4, 3, 1, 2]",6,"['[(2, 3), (2, 4), (1, 2), (3, 4), (1, 3), (1, 4)]', '[(1, 2), (3, 4), (4, 2), (3, 2), (1, 3), (1, 4)]', '[(2, 3), (1, 4), (1, 2), (4, 3), (1, 3), (4, 2)]', '[(3, 4), (2, 1), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(1, 2), (3, 4), (3, 1), (1, 4), (3, 2)]', '[(1, 2), (4, 3), (4, 2), (3, 2), (4, 1)]']",0.0585881
"[1, 3, 2, 4]-[2, 1, 3, 4]-[2, 3, 4, 1]-[3, 4, 1, 2]-[4, 1, 2, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",6,"['[(2, 4), (1, 2), (3, 4), (3, 2), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (4, 1)]', '[(1, 2), (3, 4), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 3), (1, 3), (1, 2), (4, 3), (4, 1), (4, 2)]', '[(3, 1), (4, 1), (4, 2), (4, 3)]']",0.07479467
"[1, 2, 3, 4]-[1, 3, 4, 2]-[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 4, 3, 1]-[3, 2, 1, 4]-[4, 1, 2, 3]-[4, 3, 2, 1]",6,"['[(1, 2), (3, 4), (4, 2), (3, 2), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (4, 3), (3, 1), (4, 1)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(2, 1), (4, 3), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 4), (3, 4), (1, 4), (2, 3), (1, 3)]', '[(1, 2), (4, 3), (4, 2), (2, 3), (1, 3)]']",0.06653662
"[1, 3, 4, 2]-[1, 4, 2, 3]-[2, 3, 1, 4]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 4, 1, 2]-[4, 1, 2, 3]-[4, 2, 3, 1]",5,"['[(1, 2), (3, 4), (4, 2), (3, 2), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (1, 4)]', '[(2, 3), (2, 1), (4, 3), (3, 1), (4, 1), (4, 2)]', '[(1, 2), (4, 3), (4, 2), (2, 3), (1, 3)]', '[(3, 1), (3, 2), (1, 2), (3, 4)]']",0.0722425
"[1, 3, 2, 4]-[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]-[2, 4, 3, 1]-[3, 1, 2, 4]-[4, 1, 3, 2]",5,"['[(2, 3), (1, 4), (1, 2), (4, 3), (1, 3), (4, 2)]', '[(2, 3), (2, 4), (2, 1), (4, 3), (3, 1), (4, 1)]', '[(1, 3), (1, 2), (4, 3), (3, 2), (4, 1), (4, 2)]', '[(2, 4), (1, 2), (3, 4), (1, 4), (3, 2)]', '[(2, 3), (2, 4), (2, 1), (1, 4)]']",0.06773477
"[2, 1, 3, 4]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 3, 2]-[4, 3, 1, 2]",4,"['[(2, 3), (2, 4), (2, 1), (3, 4), (1, 3), (1, 4)]', '[(2, 4), (2, 1), (4, 3), (2, 3), (4, 1)]', '[(2, 1), (3, 4), (3, 1), (3, 2), (4, 1)]', '[(3, 2), (1, 2), (4, 1), (4, 2)]']",0.05903704
"[1, 2, 3, 4]-[1, 3, 2, 4]-[2, 1, 4, 3]-[2, 4, 1, 3]-[2, 4, 3, 1]-[3, 2, 1, 4]-[3, 2, 4, 1]-[4, 3, 1, 2]",4,"['[(1, 2), (4, 3), (3, 1), (3, 2), (4, 1), (4, 2)]', '[(2, 4), (1, 2), (3, 4), (1, 4), (1, 3)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2)]', '[(2, 3), (2, 4), (2, 1), (4, 3)]']",0.06210305
"[1, 3, 4, 2]-[2, 1, 4, 3]-[2, 3, 1, 4]-[3, 1, 4, 2]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]",5,"['[(2, 3), (2, 4), (2, 1), (4, 3), (1, 3), (1, 4)]', '[(2, 3), (2, 4), (2, 1), (3, 4), (3, 1), (1, 4)]', '[(1, 3), (1, 2), (4, 3), (3, 2), (4, 1), (4, 2)]', '[(1, 2), (3, 4), (4, 2), (1, 4), (3, 2)]', '[(2, 3), (4, 1), (4, 2), (4, 3)]']",0.08114291
"[2, 1, 4, 3]-[2, 3, 4, 1]-[2, 4, 3, 1]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]-[4, 1, 3, 2]-[4, 2, 3, 1]",5,"['[(2, 3), (2, 4), (2, 1), (4, 3), (1, 3), (1, 4)]', '[(1, 2), (4, 2), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(1, 3), (1, 2), (4, 3), (3, 2), (4, 1), (4, 2)]', '[(2, 4), (2, 1), (3, 4), (3, 1), (3, 2)]', '[(3, 1), (2, 3), (2, 1), (4, 1)]']",0.07488745
"[1, 4, 3, 2]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 4, 1]-[2, 4, 3, 1]-[4, 1, 3, 2]-[4, 2, 3, 1]-[4, 3, 1, 2]",3,"['[(2, 4), (2, 1), (1, 4), (2, 3), (1, 3)]', '[(3, 2), (1, 2), (4, 2), (4, 3)]', '[(3, 1), (2, 3), (2, 1), (4, 1)]']",0.05997439
"[1, 2, 4, 3]-[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 3, 2]-[3, 1, 4, 2]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 3, 2]",3,"['[(2, 3), (2, 4), (1, 2), (4, 3), (1, 3), (1, 4)]', '[(3, 1), (3, 2), (3, 4), (4, 2)]', '[(3, 2), (1, 2), (1, 3)]']",0.04753424
"[1, 4, 2, 3]-[2, 4, 3, 1]-[3, 1, 2, 4]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]",4,"['[(2, 3), (2, 4), (2, 1), (4, 3), (3, 1), (4, 1)]', '[(2, 4), (1, 2), (3, 4), (3, 1), (3, 2), (1, 4)]', '[(1, 2), (4, 3), (4, 2), (3, 2), (4, 1)]', '[(2, 3), (4, 2), (4, 3)]']",0.07025709
